Post,Sentiment,Breakup_Label,Upvotes,Downvotes,Comment_Count
"I feel like we're drifting apart, should I end things?",0.0,1,462,6,185
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,113,11,19
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,228,38,10
"I know we had a fight, but we'll get through it together.",0.0,0,268,95,174
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,202,32,109
"I feel like we're drifting apart, should I end things?",0.0,1,362,45,81
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,155,29,45
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,174,11,101
"I love him, and we are just going through a rough patch.",0.2,0,396,20,97
"We had a disagreement, but I think we'll work things out.",0.0,0,124,85,145
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,421,18,147
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,442,4,146
"I know we had a fight, but we'll get through it together.",0.0,0,11,35,169
"I don't trust him anymore, I think the relationship is over.",0.0,1,214,45,26
"Things aren't perfect, but I'm willing to fix it.",0.625,0,404,93,24
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,244,97,44
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,101,55,102
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,287,71,141
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,156,5,162
"Things aren't perfect, but I'm willing to fix it.",0.625,0,122,88,52
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,343,95,180
"We had a disagreement, but I think we'll work things out.",0.0,0,203,82,145
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,480,16,29
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,145,40,144
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,456,87,101
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,28,3,80
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,359,25,36
"We had a disagreement, but I think we'll work things out.",0.0,0,453,43,30
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,90,85,107
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,362,8,159
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,397,42,62
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,427,50,99
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,167,28,15
"I know we had a fight, but we'll get through it together.",0.0,0,58,67,148
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,48,23,200
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,390,7,89
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,370,35,95
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,120,95,8
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,472,46,7
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,271,23,30
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,67,58,103
"I love him, and we are just going through a rough patch.",0.2,0,57,42,57
"Things aren't perfect, but I'm willing to fix it.",0.625,0,428,23,196
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,77,7,120
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,284,6,20
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,247,79,67
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,466,62,42
"I know we had a fight, but we'll get through it together.",0.0,0,375,85,26
"I don't trust him anymore, I think the relationship is over.",0.0,1,268,22,163
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,232,89,163
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,38,91,190
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,309,49,53
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,54,42,125
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,12,26,101
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,366,27,186
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,15,35,86
"We had a disagreement, but I think we'll work things out.",0.0,0,74,50,101
"We had a disagreement, but I think we'll work things out.",0.0,0,400,67,198
"I don't trust him anymore, I think the relationship is over.",0.0,1,441,31,130
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,36,84,118
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,330,63,79
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,114,22,177
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,173,98,104
"Things aren't perfect, but I'm willing to fix it.",0.625,0,430,32,93
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,310,72,159
"I don't trust him anymore, I think the relationship is over.",0.0,1,216,23,84
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,92,65,20
"I know we had a fight, but we'll get through it together.",0.0,0,256,71,109
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,261,28,178
"I don't trust him anymore, I think the relationship is over.",0.0,1,99,39,191
"I know we had a fight, but we'll get through it together.",0.0,0,296,94,28
"Things aren't perfect, but I'm willing to fix it.",0.625,0,166,83,23
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,245,31,39
"I know we had a fight, but we'll get through it together.",0.0,0,25,76,5
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,218,66,17
"I feel like we're drifting apart, should I end things?",0.0,1,16,64,62
"I know we had a fight, but we'll get through it together.",0.0,0,150,36,57
"I don't trust him anymore, I think the relationship is over.",0.0,1,286,37,60
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,365,69,122
"I don't trust him anymore, I think the relationship is over.",0.0,1,239,96,161
"We had a disagreement, but I think we'll work things out.",0.0,0,109,46,198
"Things aren't perfect, but I'm willing to fix it.",0.625,0,332,84,118
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,303,1,157
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,276,87,113
"I don't trust him anymore, I think the relationship is over.",0.0,1,95,36,85
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,331,5,43
"We had a disagreement, but I think we'll work things out.",0.0,0,363,52,16
"Things aren't perfect, but I'm willing to fix it.",0.625,0,288,45,25
"I love him, and we are just going through a rough patch.",0.2,0,499,35,33
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,240,17,122
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,306,59,151
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,15,82,164
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,193,49,98
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,189,4,106
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,173,32,117
"I don't trust him anymore, I think the relationship is over.",0.0,1,114,94,71
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,175,93,179
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,444,71,200
"We had a disagreement, but I think we'll work things out.",0.0,0,263,87,186
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,365,98,121
"I love him, and we are just going through a rough patch.",0.2,0,60,100,185
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,180,17,100
"We had a disagreement, but I think we'll work things out.",0.0,0,108,94,68
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,311,33,3
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,216,39,150
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,23,29,26
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,215,40,96
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,258,33,45
"I feel like we're drifting apart, should I end things?",0.0,1,385,49,108
"I know we had a fight, but we'll get through it together.",0.0,0,283,23,185
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,131,56,90
"Things aren't perfect, but I'm willing to fix it.",0.625,0,165,91,73
"Things aren't perfect, but I'm willing to fix it.",0.625,0,280,84,14
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,490,17,170
"I don't trust him anymore, I think the relationship is over.",0.0,1,481,30,160
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,137,72,28
"I love him, and we are just going through a rough patch.",0.2,0,448,80,109
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,87,92,86
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,382,54,24
"Things aren't perfect, but I'm willing to fix it.",0.625,0,131,34,28
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,152,47,17
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,458,54,124
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,333,45,45
"I love him, and we are just going through a rough patch.",0.2,0,422,69,40
"We had a disagreement, but I think we'll work things out.",0.0,0,103,8,126
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,398,60,33
"Things aren't perfect, but I'm willing to fix it.",0.625,0,40,24,125
"We had a disagreement, but I think we'll work things out.",0.0,0,480,41,173
"I love him, and we are just going through a rough patch.",0.2,0,19,10,41
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,379,93,153
"I know we had a fight, but we'll get through it together.",0.0,0,16,31,8
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,100,56,88
"Things aren't perfect, but I'm willing to fix it.",0.625,0,212,74,151
"We had a disagreement, but I think we'll work things out.",0.0,0,74,26,194
